Autonomous_System_Number,Information_Text,Regional_Internet_Registries,Address_IP,Autonomous_System_Number_date,Autonomous_System_Number_CIDR,Country_Code_Text
<html><body><p>NA,NA,apnic,103.41.124.102,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.103,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.104,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.105,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.106,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.107,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.108,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.109,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.111,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.112,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.113,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.115,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.116,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.117,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.118,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.119,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.12,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.120,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.121,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.122,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.123,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.124,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.125,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.126,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.13,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.130,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.131,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.132,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.133,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.134,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.135,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.136,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.137,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.138,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.139,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.14,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.140,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.141,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.142,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.143,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.144,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.145,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.146,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.147,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.148,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.149,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.15,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.150,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.151,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.152,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.153,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.154,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.155,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.156,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.157,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.158,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.159,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.16,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.160,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.161,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.162,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.163,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.164,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.165,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.166,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.167,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.168,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.169,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.17,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.170,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.171,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.172,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.173,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.174,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.175,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.176,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.177,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.178,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.179,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.18,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.180,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.181,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.182,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.183,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.184,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.185,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.186,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.187,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.188,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.189,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.19,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.190,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.191,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.20,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.21,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.22,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.24,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.25,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.26,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.27,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.28,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.29,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.30,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.31,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.32,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.33,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.34,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.35,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.36,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.37,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.38,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.39,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.40,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.41,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.42,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.43,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.44,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.45,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.46,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.47,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.48,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.49,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.50,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.51,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.52,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.53,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.54,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.55,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.56,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.57,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.58,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.59,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.61,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.62,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.63,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.64,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.65,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.66,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.88,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.89,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.90,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.91,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.92,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.93,2014-10-21,NA,HK
NA,NA,apnic,103.41.124.94,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.100,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.101,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.102,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.103,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.104,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.111,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.112,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.113,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.12,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.13,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.14,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.15,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.16,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.17,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.18,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.19,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.20,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.21,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.22,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.24,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.25,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.26,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.27,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.28,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.29,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.30,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.31,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.32,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.33,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.34,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.35,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.36,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.38,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.39,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.40,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.41,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.42,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.43,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.44,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.45,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.46,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.47,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.48,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.49,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.50,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.51,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.52,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.53,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.54,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.55,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.56,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.57,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.58,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.59,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.61,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.62,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.63,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.64,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.65,2014-10-21,NA,HK
NA,NA,apnic,103.41.125.66,2014-10-21,NA,HK
NA,NA,apnic,103.43.105.11,2014-11-20,NA,CN
NA,NA,apnic,118.194.229.12,2007-10-19,NA,CN
NA,,ripencc,155.133.6.30,NA,NA,DE
NA,,ripencc,155.133.6.50,NA,NA,DE
NA,NA,arin,162.253.66.50,2014-02-11,NA,US
NA,,NA,177.12.90.152,,NA,lacnic
NA,NA,lacnic,177.126.47.156,2012-01-02,NA,BR
NA,,NA,187.103.24.50,,NA,lacnic
NA,,NA,187.103.25.115,,NA,lacnic
NA,,NA,187.103.28.17,,NA,lacnic
NA,,NA,187.103.31.123,,NA,lacnic
NA,,NA,188.190.115.58,,NA,ripencc
NA,,NA,188.190.99.79,,NA,ripencc
NA,NA,lacnic,189.180.75.131,2006-05-12,NA,MX
NA,NA,lacnic,189.180.95.59,2006-05-12,NA,MX
NA,NA,lacnic,190.90.13.17,2006-11-21,NA,CO
NA,NA,arin,192.64.179.8,2013-01-03,NA,US
NA,NA,ripencc,193.189.116.205,2011-03-21,NA,PL
NA,NA,ripencc,193.189.116.220,2011-03-21,NA,PL
NA,NA,ripencc,195.238.181.159,2006-06-23,NA,UA
NA,NA,ripencc,31.210.62.156,2011-05-04,NA,TR
NA,NA,ripencc,31.210.62.21,2011-05-04,NA,TR
NA,NA,ripencc,31.220.24.111,2011-05-10,NA,NL
NA,NA,apnic,43.229.52.11,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.12,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.130,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.131,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.132,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.133,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.134,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.135,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.137,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.138,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.139,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.140,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.141,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.142,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.143,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.144,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.145,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.146,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.147,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.148,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.150,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.151,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.152,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.154,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.155,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.156,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.157,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.158,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.159,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.160,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.161,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.162,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.163,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.164,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.165,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.166,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.167,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.168,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.169,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.17,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.170,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.171,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.172,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.173,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.174,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.175,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.176,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.177,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.178,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.179,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.180,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.181,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.182,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.183,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.184,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.185,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.186,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.187,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.188,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.189,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.190,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.191,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.192,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.193,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.194,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.195,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.196,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.197,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.198,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.199,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.200,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.203,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.208,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.22,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.24,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.26,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.28,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.31,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.32,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.33,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.34,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.35,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.38,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.42,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.43,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.46,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.47,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.50,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.51,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.52,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.53,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.56,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.62,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.63,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.64,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.65,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.67,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.68,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.69,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.70,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.72,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.79,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.80,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.81,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.82,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.83,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.84,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.85,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.87,2015-01-16,NA,HK
NA,NA,apnic,43.229.52.88,2015-01-16,NA,HK
NA,NA,arin,64.188.44.114,2010-08-04,NA,US
NA,NA,ripencc,77.73.66.110,2007-03-07,NA,RU
NA,NA,ripencc,78.135.111.220,2007-06-28,NA,TR
NA,NA,ripencc,78.135.111.61,2007-06-28,NA,TR
NA,NA,ripencc,78.135.88.147,2007-06-28,NA,TR
NA,NA,ripencc,78.135.94.181,2007-06-28,NA,TR
NA,NA,ripencc,91.194.254.142,2007-07-31,NA,RU
NA,NA,ripencc,91.194.254.146,2007-07-31,NA,RU
NA,NA,ripencc,91.240.163.39,2012-06-29,NA,RU
NA,NA,ripencc,91.240.231.8,2012-07-06,NA,IT
3,-,arin,18.115.5.2,MIT-GATEWAYS,18.0.0.0/8,US
3,-,arin,18.181.5.10,MIT-GATEWAYS,18.181.0.0/20,US
3,-,arin,18.77.1.64,MIT-GATEWAYS,18.0.0.0/8,US
27,-,arin,129.2.24.210,UMDNET,129.2.0.0/16,US
38,-,arin,130.126.121.208,UIUC,130.126.0.0/16,US
81,-,arin,152.26.16.2,NCREN,152.16.0.0/12,US
81,-,arin,152.26.20.14,NCREN,152.16.0.0/12,US
81,-,arin,152.26.72.6,NCREN,152.16.0.0/12,US
137,Consortium,ripencc,151.100.121.118,ASGARR,151.100.0.0/16,IT
137,Consortium,ripencc,193.205.136.14,ASGARR,193.204.0.0/15,IT
174,-,arin,149.12.18.30,COGENT-174,149.12.18.0/23,US
174,-,arin,149.12.18.31,COGENT-174,149.12.18.0/23,US
174,-,arin,149.12.96.163,COGENT-174,149.12.96.0/24,US
174,-,arin,154.52.119.84,COGENT-174,154.52.119.0/24,US
174,-,arin,38.100.147.242,COGENT-174,38.0.0.0/8,US
174,-,arin,38.102.156.148,COGENT-174,38.102.156.0/24,US
174,-,arin,38.106.31.102,COGENT-174,38.106.31.0/24,US
174,-,arin,38.108.61.227,COGENT-174,38.108.60.0/22,US
174,-,arin,38.110.30.253,COGENT-174,38.0.0.0/8,US
174,-,arin,38.125.88.214,COGENT-174,38.0.0.0/8,US
174,-,arin,38.88.32.84,COGENT-174,38.0.0.0/8,US
174,-,arin,38.92.98.81,COGENT-174,38.0.0.0/8,US
174,COGENT-174,arin,74.221.213.58,2011-08-02,74.221.213.0/24,US
174,COGENT-174,arin,74.222.16.252,2007-01-29,74.222.16.0/20,US
209,CENTURYLINK-US-LEGACY-QWEST,arin,184.157.250.64,2010-06-21,184.157.248.0/22,US
209,CENTURYLINK-US-LEGACY-QWEST,arin,209.3.158.175,2000-03-20,209.3.0.0/16,US
209,CENTURYLINK-US-LEGACY-QWEST,arin,63.144.95.106,2000-03-13,63.144.0.0/12,US
209,CENTURYLINK-US-LEGACY-QWEST,arin,63.145.80.234,2000-03-13,63.144.0.0/12,US
209,CENTURYLINK-US-LEGACY-QWEST,arin,65.126.16.168,2001-01-04,65.112.0.0/12,US
251,KAIAGLOBAL-AS,ripencc,79.141.160.94,2007-10-23,79.141.160.0/24,GB
251,KAIAGLOBAL-AS,ripencc,95.141.28.117,2009-05-04,95.141.28.0/24,GB
278,Nacional,lacnic,132.247.16.20,Universidad,132.247.0.0/17,MX
278,Nacional,lacnic,132.247.70.233,Universidad,132.247.0.0/17,MX
278,Nacional,lacnic,132.248.183.20,Universidad,132.248.128.0/17,MX
278,Nacional,lacnic,132.248.228.173,Universidad,132.248.128.0/17,MX
278,Nacional,lacnic,132.248.97.28,Universidad,132.248.97.0/24,MX
278,Nacional,lacnic,132.248.99.130,Universidad,132.248.99.0/24,MX
286,KPN,ripencc,188.201.252.98,2009-06-05,188.200.0.0/14,NL
286,KPN,ripencc,80.60.108.89,2001-06-15,80.60.0.0/16,NL
286,KPN,ripencc,81.206.196.133,2002-10-16,81.206.0.0/16,NL
286,KPN,ripencc,92.67.34.161,2007-06-19,92.64.0.0/14,NL
286,KPN,ripencc,92.70.67.218,2007-06-19,92.68.0.0/14,NL
378,ILANIL,ripencc,132.70.32.94,MACHBA-AS,132.64.0.0/13,IL
553,Universitaet,ripencc,129.206.74.247,BELWUE,129.206.0.0/16,DE
553,Universitaet,ripencc,132.230.56.145,BELWUE,132.230.0.0/16,DE
553,Universitaet,ripencc,141.28.68.243,BELWUE,141.28.0.0/16,DE
553,Universitaet,ripencc,141.28.73.162,BELWUE,141.28.0.0/16,DE
577,-,arin,204.101.161.181,BACOM,204.101.0.0/16,CA
577,-,arin,207.164.255.215,BACOM,207.164.0.0/16,CA
577,BACOM,arin,50.100.253.30,2011-05-19,50.100.0.0/16,CA
577,BACOM,arin,50.101.152.8,2011-05-19,50.101.0.0/16,CA
600,-,arin,198.30.209.25,OARNET-AS,198.30.0.0/16,US
603,BACOM2-AS,arin,74.121.160.157,2010-01-21,74.121.160.0/21,CA
701,UUNET,arin,100.3.212.74,2010-12-28,100.3.0.0/16,US
701,UUNET,arin,108.21.68.198,2009-06-05,108.21.0.0/16,US
701,UUNET,arin,108.41.11.74,2009-06-05,108.41.0.0/16,US
701,UUNET,arin,108.46.195.245,2009-06-05,108.46.0.0/16,US
701,UUNET,arin,108.50.166.222,2009-06-05,108.50.128.0/17,US
701,UUNET,arin,108.51.89.92,2009-06-05,108.51.0.0/16,US
701,UUNET,arin,108.53.132.180,2009-06-05,108.53.0.0/16,US
701,UUNET,arin,108.9.27.164,2009-06-05,108.9.0.0/16,US
701,-,arin,132.197.249.151,UUNET,132.197.0.0/16,US
701,UUNET,arin,173.49.67.97,2008-10-09,173.49.0.0/16,US
701,UUNET,arin,173.63.3.67,2008-10-09,173.63.0.0/16,US
701,UUNET,arin,173.74.48.48,2008-08-11,173.74.0.0/16,US
701,-,arin,63.117.127.29,UUNET,63.112.0.0/12,US
701,UUNET,arin,65.210.36.99,2000-10-27,65.192.0.0/11,US
701,UUNET,arin,65.212.186.38,2000-10-27,65.192.0.0/11,US
701,UUNET,arin,66.15.76.101,2000-08-31,66.12.0.0/14,US
701,UUNET,arin,70.21.249.163,2004-03-30,70.21.128.0/17,US
701,UUNET,arin,71.114.197.12,2005-01-18,71.114.192.0/19,US
701,UUNET,arin,71.123.44.83,2005-01-18,71.123.32.0/19,US
701,UUNET,arin,71.164.191.67,2005-06-01,71.164.128.0/17,US
701,UUNET,arin,71.170.103.43,2005-06-01,71.170.0.0/16,US
701,UUNET,arin,71.170.140.108,2005-06-01,71.170.0.0/16,US
701,UUNET,arin,71.173.211.126,2005-06-01,71.173.128.0/17,US
701,UUNET,arin,71.189.58.200,2005-06-01,71.189.0.0/16,US
701,UUNET,arin,71.191.86.176,2005-06-01,71.191.0.0/16,US
701,UUNET,arin,71.245.49.83,2004-11-09,71.245.0.0/18,US
701,UUNET,arin,71.248.168.188,2004-11-09,71.248.160.0/19,US
701,UUNET,arin,71.96.50.164,2005-01-18,71.96.0.0/16,US
701,UUNET,arin,72.76.133.105,2005-06-24,72.76.0.0/16,US
701,UUNET,arin,72.81.224.178,2005-06-24,72.81.128.0/17,US
